business_name,category,emirate,city,address,phone,email,website_url,source_url,source_name,last_verified_at,services
"aloha hostel Siargao","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5942360785","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Emilia’s Guest House","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5953619885","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Emilia’s Restaurant","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5953620785","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Thai Food restaurant","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5953622785","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"A&A Snack House","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5953626085","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"bravo restaurant","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5953715585","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Dawis","Cafés & Restaurants","General Luna","General Luna","New Tourism Road, Siargao","","","","https://www.openstreetmap.org/node/5957369587","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Sugba Lagoon Ticketing","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5963111387","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Lalay's Grill","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6037332168","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Western Union","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6037332174","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Idéal","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6037332699","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Secret Spot","Accommodation","General Luna","General Luna","Dapa-Union-General Luna Road, Siargao","","","","https://www.openstreetmap.org/node/6110042187","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Philippine Crocodile Habitat viewpoint","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6112029287","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Coconut Viewpoint","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6112080886","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Del Carmen Municipal Tourism Office","Tours & Island Hopping","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6131762785","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Metropolitan Medical Clinic","Wellness & Spa","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6165385885","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Avocado hostel","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6172631285","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Sugba","Cafés & Restaurants","General Luna","General Luna","New Tourism Road, Catangnan, Siargao","","","","https://www.openstreetmap.org/node/6176485485","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Dadand & William eatery","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6205256886","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"ALPAS SIARGAO","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6218789485","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"River jumping","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6246349186","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Dream Catcher Nipas","Accommodation","General Luna","General Luna","Tourism Road, Siargao","","hello@dreamcatchernipas.com","https://www.dreamcatchernipas.com/","https://www.openstreetmap.org/node/6259257385","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Barrel","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6271986185","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Cantina Luna","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6284090188","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Lobo","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6284153796","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Survey Site","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6284163594","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Common Ground Restaurant","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6296871185","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Surf Shop Pacifico","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6300473288","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Common Ground","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6300473289","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Kookaburra","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6300474689","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Pilar Multipurpose Cooperative","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6313645485","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"White House Hostel","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6317508085","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Kokonatsu","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6335433285","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Sushi Nori","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6339545085","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Kalami Avenue","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6339545086","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Hab Hab","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6339545087","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Miguel's Tacqueria","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6339545185","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Canteen Luna","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6339545186","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Siargao Corner Cafe","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6339545385","OpenStreetMap","2026-03-11T21:34:01.240Z",""
"Happy nest","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6341057086","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Soffta surf ranch","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6393182686","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Homemade Tasty","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6393182687","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Trattoria Altrov’é","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6393183085","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Wake Park","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6393183285","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Rosa place","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6403453287","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Campayas Vanishing Island","Transport Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6408997088","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"jump-off to Poneas Lake","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6409004087","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Poneas Lake","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6409004088","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Calypso Surf and Dive","Accommodation","General Luna","General Luna","San Isidro, Siargao","","","","https://www.openstreetmap.org/node/6409183685","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"J-Kat grill","Cafés & Restaurants","General Luna","General Luna","Osmeña-Pilar Road, Siargao","","","","https://www.openstreetmap.org/node/6417267272","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Mad Monkey Hostel","Accommodation","General Luna","General Luna","2903, Siargao","","","https://madmonkeyhostels.com/siargao/","https://www.openstreetmap.org/node/6424690386","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Trattoria Altrove","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6450204985","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Cafe Honest","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6450204986","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Homemade Taste Restaurant","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6460856285","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"gonzales","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6468285388","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"macy","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6468285489","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Patrick's restaurant","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6505323985","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Siargao Wakepark","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6516132086","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Hab Hab Cafe","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6516192997","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Pacifico Bigwish Beach Resort","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6522453685","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"LeBron James & Dwyane Wade","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6526000690","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Danny Tapsihan","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6526029485","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Caridad Beach","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6550758490","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"2 Bed Apartment - Soeeps","Accommodation","General Luna","General Luna","Dapa - General Luna Road, Siargao","","siargaomanagingagent@gmail.com","","https://www.openstreetmap.org/node/6552118885","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Esperidion Beach House","Essentials & Services","General Luna","General Luna","Poblacion 1, General Luna, Siargao","","","","https://www.openstreetmap.org/node/6566773093","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"MA+D Siargao","Cafés & Restaurants","General Luna","General Luna","New Tourism Road, General Luna, Siargao","","","","https://www.openstreetmap.org/node/6665025633","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Kali Ma Cafe at Lotus Shores Yoga","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6665027290","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"J&M Store Carenderia and Grocery","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6665027291","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Shaka Cafe","Cafés & Restaurants","General Luna","General Luna","Tourism Road, Siargao","","","","https://www.openstreetmap.org/node/6665052885","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Siargao tiki homestay","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6702385886","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Island Pacific Villas","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6743912325","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"BDO Network Bank","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6758716426","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Rebojo Hostel","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6764191185","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Batoon residences","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6929560788","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Shammah fuel station","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6929571289","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Secret Beach;Guian / Secret Spot","Essentials & Services","General Luna","General Luna","Siargao","","","https://exploresiargao.com/guian-surf-siargao/","https://www.openstreetmap.org/node/6988708986","OpenStreetMap","2026-03-11T21:34:01.241Z","Right hand reef break - 
beginner/intermediate"
"Headspace Siargao","Cafés & Restaurants","General Luna","General Luna","General Luna, Siargao","+63920908468k4","","","https://www.openstreetmap.org/node/6990078718","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"El Comelon","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6996584038","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Barangay Health Station- Mabuhay","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7006304996","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"Pilar Recycling Center","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7007006785","OpenStreetMap","2026-03-11T21:34:01.241Z",""
"J&M Malubay Store","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7013076186","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Isla Mercato","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7013893287","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Catangnan Fried Chicken","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7016200386","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Surfing Spot 1","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7016200387","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"FJ Fuel Station","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7016919285","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Surf-Spot PuntaPunta","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7019032985","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Surf-Spot Libertad","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7019033285","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"PuntaPunta Surf Retreat","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7019731090","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Surf Spot Don Paolino","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7022937886","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Toona‘s Burger Bar","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7026211186","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Halika","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7037311285","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"The Coconut Nut","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7039622885","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Ilakai Hostel","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7048166086","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"French bakery","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7051884494","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"La Kusina","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7051889390","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Kook cafe","Cafés & Restaurants","General Luna","General Luna","Tourism Road, General Luna, Siargao","","","http://kookcafe.ph","https://www.openstreetmap.org/node/7051889791","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Barrel Spot","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7051889793","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Bent Palm Tree - Maasin Bridge","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7059472985","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Coconut Road","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7059473085","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Caridad Elementary School","Transport Rentals","Pilar","Pilar","Pilar, Siargao","","","","https://www.openstreetmap.org/node/7062142149","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Jonas&Twins Resort","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7062782085","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Whitebeard Coffee","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7068952107","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Straight Coconut Street","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7099257885","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Lamari Siargao","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7099257986","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"AirBnB ESSE","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7109076686","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Doot Beach","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7111593085","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Cff GL","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7114444185","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Nice apartment","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7126120786","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Esse Massage Spa Homestay","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7127688385","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Dry goods store","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7145657285","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Bulan Villas Siargao","Accommodation","General Luna","General Luna","Tourism Road, Siargao","","","","https://www.openstreetmap.org/node/7155219485","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Freedom Society","Accommodation","General Luna","General Luna","National rd, Siargao","","","","https://www.openstreetmap.org/node/7157760685","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Cactus House Siargao","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7159242185","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"P&P Tatoo","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7180048386","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Azuete","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7185723885","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Magic Rides","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7202133787","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Surfing Carabao Beach Houses","Accommodation","General Luna","General Luna","Malinao, General Luna, Siargao","+639982501356","info@surfingcarabao.com","https://www.surfingcarabao.com/","https://www.openstreetmap.org/node/7202888985","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Amigos Siargao","Accommodation","General Luna","General Luna","Dapa - General Luna Road, Siargao","","","","https://www.openstreetmap.org/node/7222129885","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Keyun’s Burger","Cafés & Restaurants","General Luna","General Luna","Tourism Road, Siargao","+63939 881 4579","","","https://www.openstreetmap.org/node/7235034585","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Presko Hostel Siargao","Accommodation","General Luna","General Luna","Poblacion 5, Purok 5, General Luna, Surigao Del Norte, Siargao","+639951676055","preskohostel@gmail.com","https://www.preskohostel.com/","https://www.openstreetmap.org/node/7239154885","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Dapa Central Fire Station","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/node/7276041056","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Floral Jungle","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7287214687","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Mangrove Room 2","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7287230785","OpenStreetMap","2026-03-11T21:34:01.242Z",""
"Heritage inn","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7287249085","OpenStreetMap","2026-03-11T21:34:01.243Z",""
"#1surfing Turtle Family Rm free","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7287276785","OpenStreetMap","2026-03-11T21:34:01.243Z",""
"blava house","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7287278985","OpenStreetMap","2026-03-11T21:34:01.243Z",""
"Homestay along Tourism","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7287289986","OpenStreetMap","2026-03-11T21:34:01.243Z",""
"DomuMia Villa","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7287359685","OpenStreetMap","2026-03-11T21:34:01.243Z",""
"Lubihan","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7318148785","OpenStreetMap","2026-03-11T21:34:01.243Z",""
"Jellyfish Sanctuary","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7501610247","OpenStreetMap","2026-03-11T21:34:01.243Z",""
"Houseshoe","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7501610248","OpenStreetMap","2026-03-11T21:34:01.243Z",""
